stock_code,stock_name,decision_date,structural_regime,monthly_behavior_state,tactical_signal,chip_stability_confidence,mtf_regime,qcfp_score,structure_behavior_alignment,market_context,data_quality,catalyst_score,align_method,action_signal,base_action,base_target,risk_level,des_score,des_band,final_action,final_target,risk_override_active,alignment_override,risk_score,risk_reasons
01951,锦鑫生殖,2019-09-13,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,risk_off,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,7,基础:DATA_INSUFFICIENT(4)；市场risk_off+1；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-09-20,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,risk_off,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,7,基础:DATA_INSUFFICIENT(4)；市场risk_off+1；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-09-27,STATE_UNDETERMINED,Deteriorating,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,risk_off,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,7,基础:DATA_INSUFFICIENT(4)；市场risk_off+1；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-10-04,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,risk_off,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,7,基础:DATA_INSUFFICIENT(4)；市场risk_off+1；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-10-11,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,risk_off,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,7,基础:DATA_INSUFFICIENT(4)；市场risk_off+1；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-10-18,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,risk_off,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,7,基础:DATA_INSUFFICIENT(4)；市场risk_off+1；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-10-25,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,risk_off,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,7,基础:DATA_INSUFFICIENT(4)；市场risk_off+1；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-11-01,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,risk_on,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-11-08,STATE_UNDETERMINED,Improving,Consolidation,Low,DATA_INSUFFICIENT,,Unknown,risk_on,C,0.0,data_insufficient,WAIT,WAIT,0.0,Extreme,0,NORMAL,WAIT,0.0,0,0,6,基础:DATA_INSUFFICIENT(4)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-11-15,STRUCTURAL_ACCUMULATION,Improving,Pullback,Low,BULLISH_STABLE,75.0,Aligned,neutral,C,0.0,fallback,HOLD,HOLD,0.75,Medium,0,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-11-22,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Low,BULLISH_STABLE,75.0,Aligned,risk_on,C,0.0,matrix,HOLD,HOLD,0.75,Medium,0,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-11-29,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Low,BULLISH_STABLE,75.0,Aligned,neutral,C,0.0,matrix,HOLD,HOLD,0.75,Medium,3,WATCH,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2019-12-06,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,High,BULLISH_STABLE,75.0,Divergence,risk_off,C,1.0,fallback,HOLD,HOLD,0.5,High,4,WATCH,HOLD,0.5,0,0,4,基础:BULLISH_STABLE(1)；结构-行为背离+1；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2019-12-13,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,High,BULLISH_STABLE,75.0,Divergence,risk_on,C,1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2019-12-20,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,High,BULLISH_STABLE,75.0,Divergence,risk_on,C,1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2019-12-27,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,High,BULLISH_STABLE,75.0,Divergence,risk_on,C,1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-01-03,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,High,BULLISH_STABLE,75.0,Divergence,risk_on,C,1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-01-10,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,High,BULLISH_STABLE,75.0,Divergence,risk_on,C,1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-01-17,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,High,BULLISH_STABLE,75.0,Divergence,risk_on,C,1.0,fallback,REDUCE,HOLD,0.75,Extreme,4,WATCH,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-01-24,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,High,BULLISH_STABLE,75.0,Divergence,risk_on,C,1.0,fallback,REDUCE,HOLD,0.75,Extreme,4,WATCH,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-01-31,STRUCTURAL_ACCUMULATION,Stable,Consolidation,High,BULLISH_STABLE,75.0,Aligned,risk_off,C,1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-02-07,STRUCTURAL_ACCUMULATION,Stable,Consolidation,High,BULLISH_STABLE,75.0,Aligned,neutral,C,1.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
01951,锦鑫生殖,2020-02-14,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_on,C,2.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
01951,锦鑫生殖,2020-02-21,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_on,C,2.0,fallback,REDUCE,HOLD,0.75,Extreme,6,REDUCE,REDUCE,0.2,1,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
01951,锦鑫生殖,2020-02-28,STRUCTURAL_ACCUMULATION,Stable,Breakdown,Medium,BULLISH_WARNING,55.0,Aligned,risk_off,C,2.0,fallback,EXIT,REDUCE,0.5,Extreme,8,DE-RISK,EXIT,0.0,1,0,4,基础:BULLISH_WARNING(2)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-03-06,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,fallback,REDUCE,HOLD,0.75,Extreme,4,WATCH,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-03-13,STRUCTURAL_ACCUMULATION,Stable,Breakdown,Medium,BULLISH_WARNING,55.0,Aligned,risk_off,C,2.0,fallback,EXIT,REDUCE,0.5,Extreme,8,DE-RISK,EXIT,0.0,1,0,4,基础:BULLISH_WARNING(2)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-03-20,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,fallback,REDUCE,HOLD,0.75,Extreme,6,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-03-27,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,fallback,REDUCE,HOLD,0.75,Extreme,6,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-04-03,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_off,C,2.0,fallback,REDUCE,HOLD,0.5,Extreme,6,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_STABLE(1)；结构-行为背离+1；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-04-10,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_off,C,2.0,fallback,REDUCE,HOLD,0.5,Extreme,6,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_STABLE(1)；结构-行为背离+1；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-04-17,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_off,C,2.0,fallback,REDUCE,HOLD,0.5,Extreme,5,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_STABLE(1)；结构-行为背离+1；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-04-24,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_off,C,2.0,fallback,REDUCE,HOLD,0.5,Extreme,4,WATCH,REDUCE,0.2,1,0,4,基础:BULLISH_STABLE(1)；结构-行为背离+1；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-05-01,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,matrix,REDUCE,HOLD,0.75,Extreme,2,NORMAL,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-05-08,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,matrix,REDUCE,HOLD,0.75,Extreme,2,NORMAL,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-05-15,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,matrix,REDUCE,HOLD,0.75,Extreme,2,NORMAL,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-05-22,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,matrix,REDUCE,HOLD,0.75,Extreme,2,NORMAL,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-05-29,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,matrix,REDUCE,HOLD,0.75,Extreme,1,NORMAL,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-06-05,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,2.0,matrix,HOLD,HOLD,0.75,Low,1,NORMAL,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
01951,锦鑫生殖,2020-06-12,STRUCTURAL_ACCUMULATION,Improving,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,fallback,HOLD,HOLD,0.75,Medium,1,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-06-19,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,matrix,HOLD,HOLD,0.75,Medium,1,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-06-26,STRUCTURAL_ACCUMULATION,Improving,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,matrix,HOLD,HOLD,0.75,Medium,1,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-07-03,STRUCTURAL_ACCUMULATION,Stable,Breakout,Medium,BULLISH_STABLE,75.0,Aligned,risk_on,C,2.0,fallback,HOLD,HOLD,0.75,Low,0,NORMAL,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
01951,锦鑫生殖,2020-07-10,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,fallback,HOLD,HOLD,0.75,Medium,1,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-07-17,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_on,C,2.0,fallback,HOLD,HOLD,0.75,Low,1,NORMAL,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
01951,锦鑫生殖,2020-07-24,STRUCTURAL_ACCUMULATION,Stable,Pullback,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,fallback,HOLD,HOLD,0.75,Medium,1,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-07-31,STRUCTURAL_ACCUMULATION,Deteriorating,Pullback,Medium,BULLISH_STABLE,75.0,Divergence,neutral,C,2.0,fallback,HOLD,HOLD,0.75,Medium,1,NORMAL,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-08-07,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,neutral,C,2.0,fallback,HOLD,HOLD,0.75,Medium,4,WATCH,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-08-14,STRUCTURAL_ACCUMULATION,Deteriorating,Pullback,Medium,BULLISH_STABLE,75.0,Divergence,risk_on,C,2.0,fallback,HOLD,HOLD,0.75,Medium,3,WATCH,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-08-21,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_on,C,2.0,fallback,HOLD,HOLD,0.75,Medium,4,WATCH,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-08-28,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_on,C,2.0,fallback,HOLD,HOLD,0.75,Medium,3,WATCH,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-09-04,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,fallback,HOLD,HOLD,0.75,Medium,3,WATCH,HOLD,0.75,0,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-09-11,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,2.0,fallback,HOLD,HOLD,0.75,Low,4,WATCH,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
01951,锦鑫生殖,2020-09-18,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,neutral,C,2.0,fallback,HOLD,HOLD,0.75,Low,4,WATCH,HOLD,0.75,0,0,2,基础:BULLISH_STABLE(1)；数据质量C+1
01951,锦鑫生殖,2020-09-25,STRUCTURAL_ACCUMULATION,Stable,Consolidation,Medium,BULLISH_STABLE,75.0,Aligned,risk_off,C,2.0,fallback,REDUCE,HOLD,0.75,Extreme,5,REDUCE,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-10-02,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_off,C,2.0,fallback,REDUCE,HOLD,0.5,Extreme,6,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_STABLE(1)；结构-行为背离+1；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-10-09,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_off,C,2.0,fallback,REDUCE,HOLD,0.5,Extreme,4,WATCH,REDUCE,0.2,1,0,4,基础:BULLISH_STABLE(1)；结构-行为背离+1；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-10-16,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_off,C,2.0,fallback,REDUCE,HOLD,0.5,Extreme,5,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_STABLE(1)；结构-行为背离+1；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-10-23,STRUCTURAL_ACCUMULATION,Deteriorating,Breakdown,Medium,BULLISH_WARNING,55.0,Divergence,neutral,C,2.0,matrix,EXIT,REDUCE,0.5,Extreme,8,DE-RISK,EXIT,0.0,1,0,4,基础:BULLISH_WARNING(2)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-10-30,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_off,C,2.0,fallback,REDUCE,HOLD,0.5,Extreme,5,REDUCE,REDUCE,0.2,1,0,4,基础:BULLISH_STABLE(1)；结构-行为背离+1；市场risk_off+1；数据质量C+1
01951,锦鑫生殖,2020-11-06,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_on,C,2.0,fallback,REDUCE,HOLD,0.75,Extreme,4,WATCH,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-11-13,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,Medium,BULLISH_STABLE,75.0,Divergence,risk_on,C,2.0,fallback,REDUCE,HOLD,0.75,Extreme,2,NORMAL,REDUCE,0.2,1,0,3,基础:BULLISH_STABLE(1)；结构-行为背离+1；数据质量C+1
01951,锦鑫生殖,2020-11-20,STRUCTURAL_DECLINE,Deteriorating,Breakout,Low,BEARISH_CONFIRMED,20.0,Aligned,risk_on,C,2.0,fallback,EXIT,EXIT,0.0,Extreme,0,NORMAL,EXIT,0.0,0,0,5,基础:BEARISH_CONFIRMED(3)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2020-11-27,STRUCTURAL_DECLINE,Deteriorating,Consolidation,Low,BEARISH_CONFIRMED,20.0,Aligned,risk_on,C,2.0,fallback,EXIT,EXIT,0.0,Extreme,0,NORMAL,EXIT,0.0,0,0,5,基础:BEARISH_CONFIRMED(3)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2020-12-04,STRUCTURAL_DECLINE,Deteriorating,Breakout,Low,BEARISH_CONFIRMED,20.0,Aligned,risk_on,C,2.0,fallback,EXIT,EXIT,0.0,Extreme,0,NORMAL,EXIT,0.0,0,0,5,基础:BEARISH_CONFIRMED(3)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2020-12-11,STRUCTURAL_DECLINE,Deteriorating,Consolidation,Low,BEARISH_CONFIRMED,20.0,Aligned,risk_on,C,2.0,fallback,EXIT,EXIT,0.0,Extreme,0,NORMAL,EXIT,0.0,0,0,5,基础:BEARISH_CONFIRMED(3)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2020-12-18,STRUCTURAL_DECLINE,Deteriorating,Consolidation,Low,BEARISH_CONFIRMED,20.0,Aligned,risk_on,C,2.0,fallback,EXIT,EXIT,0.0,Extreme,0,NORMAL,EXIT,0.0,0,0,5,基础:BEARISH_CONFIRMED(3)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2020-12-25,STRUCTURAL_DECLINE,Deteriorating,Consolidation,Low,BEARISH_CONFIRMED,20.0,Aligned,risk_on,C,2.0,fallback,EXIT,EXIT,0.0,Extreme,0,NORMAL,EXIT,0.0,0,0,5,基础:BEARISH_CONFIRMED(3)；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2021-01-01,STRUCTURAL_DECLINE,Improving,Consolidation,Low,BEARISH_CONFIRMED,20.0,Divergence,risk_on,C,2.0,fallback,EXIT,EXIT,0.0,Extreme,0,NORMAL,EXIT,0.0,0,0,6,基础:BEARISH_CONFIRMED(3)；结构-行为背离+1；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2021-01-08,STRUCTURAL_DECLINE,Improving,Consolidation,Low,BEARISH_CONFIRMED,20.0,Divergence,risk_on,C,2.0,fallback,EXIT,EXIT,0.0,Extreme,0,NORMAL,EXIT,0.0,0,0,6,基础:BEARISH_CONFIRMED(3)；结构-行为背离+1；数据质量C+1；置信度Low+1
01951,锦鑫生殖,2021-01-15,STRUCTURAL_DECLINE,Improving,Pullback,Low,BEARISH_CONFIRMED,20.0,Divergence,risk_on,C,2.0,fallback,EXIT,EXIT,0.0,Extreme,0,NORMAL,EXIT,0.0,0,0,6,基础:BEARISH_CONFIRMED(3)；结构-行为背离+1；数据质量C+1；置信度Low+1
